transaction_id,date_time,weekday_weekend,temp,dwpt,rhum,prcp,snow,wspd,pres,is_holiday,item_id
47,2016-10-30 12:15:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,"[17, 16, 1, 6, 4]"
48,2016-10-30 12:17:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,[7]
49,2016-10-30 12:23:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,"[7, 7, 9]"
50,2016-10-30 12:25:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,"[1, 18]"
51,2016-10-30 12:26:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,[1]
52,2016-10-30 12:28:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,[2]
54,2016-10-30 12:33:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,[1]
55,2016-10-30 12:38:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,"[19, 7, 10, 20]"
56,2016-10-30 12:39:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,"[7, 19]"
57,2016-10-30 12:45:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,[2]
58,2016-10-30 12:59:00,1,13.2,9.8,80.0,0,0,25.9,1027.3,0,"[18, 3, 10, 21]"
59,2016-10-30 13:02:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,[10]
60,2016-10-30 13:14:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,"[5, 7, 16, 7]"
61,2016-10-30 13:15:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,[7]
62,2016-10-30 13:24:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,"[22, 20, 20, 7, 23, 7]"
63,2016-10-30 13:33:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,[7]
64,2016-10-30 13:34:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,[24]
65,2016-10-30 13:37:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,"[11, 25, 10, 7]"
66,2016-10-30 13:40:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,"[20, 19, 13]"
67,2016-10-30 13:46:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,"[20, 13, 6]"
68,2016-10-30 13:49:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,"[19, 7, 10, 2, 26]"
69,2016-10-30 13:51:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,"[1, 10, 18]"
70,2016-10-30 13:54:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,[15]
71,2016-10-30 13:56:00,1,14.3,10.1,76.0,0,0,22.3,1027.1,0,[6]
72,2016-10-30 14:21:00,1,13.7,9.7,77.0,0,0,20.5,1026.9,0,"[7, 1]"
73,2016-10-30 14:22:00,1,13.7,9.7,77.0,0,0,20.5,1026.9,0,[1]
74,2016-10-30 14:24:00,1,13.7,9.7,77.0,0,0,20.5,1026.9,0,"[7, 1]"
75,2016-10-30 14:32:00,1,13.7,9.7,77.0,0,0,20.5,1026.9,0,"[4, 19]"
76,2016-10-30 14:32:00,1,13.7,9.7,77.0,0,0,20.5,1026.9,0,[7]
77,2016-10-30 14:35:00,1,13.7,9.7,77.0,0,0,20.5,1026.9,0,[2]
78,2016-10-30 14:42:00,1,13.7,9.7,77.0,0,0,20.5,1026.9,0,[15]
79,2016-10-30 14:45:00,1,13.7,9.7,77.0,0,0,20.5,1026.9,0,"[15, 10, 7, 6]"
80,2016-10-30 14:48:00,1,13.7,9.7,77.0,0,0,20.5,1026.9,0,"[19, 1, 7]"
81,2016-10-31 08:28:00,0,10.4,9.3,93.0,0,0,14.8,1025.5,0,"[7, 24]"
82,2016-10-31 08:47:00,0,10.4,9.3,93.0,0,0,14.8,1025.5,0,"[11, 1]"
83,2016-10-31 08:57:00,0,10.4,9.3,93.0,0,0,14.8,1025.5,0,"[7, 1]"
84,2016-10-31 09:04:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,[1]
85,2016-10-31 09:10:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,"[7, 7, 8, 9]"
86,2016-10-31 09:11:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,[16]
87,2016-10-31 09:12:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,[1]
88,2016-10-31 09:16:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,"[7, 7, 4]"
89,2016-10-31 09:19:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,[1]
90,2016-10-31 09:20:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,"[1, 7]"
91,2016-10-31 09:22:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,[10]
92,2016-10-31 09:27:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,[7]
93,2016-10-31 09:29:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,"[1, 27]"
94,2016-10-31 09:39:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,"[7, 7]"
95,2016-10-31 09:43:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,"[10, 8, 14]"
96,2016-10-31 09:46:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,"[8, 8, 7, 16]"
97,2016-10-31 09:51:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,"[7, 8, 16]"
98,2016-10-31 09:52:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,[14]
99,2016-10-31 09:56:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,"[8, 8, 7, 1]"
100,2016-10-31 09:58:00,0,10.9,9.7,92.0,0,0,14.8,1025.5,0,[1]
101,2016-10-31 10:04:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 8]"
102,2016-10-31 10:04:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[14]
103,2016-10-31 10:07:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[1]
104,2016-10-31 10:12:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 7, 9, 6, 7]"
105,2016-10-31 10:21:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 10, 24]"
106,2016-10-31 10:24:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 7, 8, 8]"
107,2016-10-31 10:27:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 10]"
108,2016-10-31 10:31:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[14, 6]"
109,2016-10-31 10:35:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[1, 6, 8]"
110,2016-10-31 10:36:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[8]
111,2016-10-31 10:38:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[7]
112,2016-10-31 10:59:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[7]
113,2016-10-31 11:02:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 24]"
114,2016-10-31 11:05:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[14]
115,2016-10-31 11:08:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[1]
116,2016-10-31 11:11:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[7]
117,2016-10-31 11:13:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[5, 24, 7, 28]"
118,2016-10-31 11:18:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[5, 5, 10, 8]"
119,2016-10-31 11:25:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 7, 6]"
120,2016-10-31 11:29:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[14]
121,2016-10-31 11:30:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 1]"
122,2016-10-31 11:37:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[5]
123,2016-10-31 11:42:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[4, 7, 7, 16]"
124,2016-10-31 11:43:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 21]"
125,2016-10-31 11:47:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[10]
126,2016-10-31 11:52:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 4]"
127,2016-10-31 11:53:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[14]
128,2016-10-31 11:55:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[11, 7, 10]"
129,2016-10-31 11:59:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 7, 24]"
130,2016-10-31 12:03:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[7, 7, 6]"
131,2016-10-31 12:08:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[1, 7]"
132,2016-10-31 12:14:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[10, 16, 22, 5]"
133,2016-10-31 12:16:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[20, 21]"
134,2016-10-31 12:19:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[20, 10, 14]"
135,2016-10-31 12:20:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,[1]
136,2016-10-31 12:27:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[10, 21]"
137,2016-10-31 12:37:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,[14]
138,2016-10-31 12:43:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[21, 20, 7]"
139,2016-10-31 12:50:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[1, 6, 20]"
140,2016-10-31 12:53:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[7, 7, 5]"
141,2016-10-31 12:54:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,[1]
142,2016-10-31 12:56:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[10, 6]"
143,2016-10-31 12:59:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,[10]
144,2016-10-31 13:02:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[21, 20]"
145,2016-10-31 13:05:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[7, 10, 29]"
146,2016-10-31 13:08:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,[30]
147,2016-10-31 13:09:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[11, 7]"
148,2016-10-31 13:21:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[15, 7, 7]"
149,2016-10-31 13:26:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,[7]
150,2016-10-31 13:31:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,[1]
151,2016-10-31 13:50:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[27, 21]"
152,2016-10-31 13:51:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,[6]
153,2016-10-31 13:55:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[10, 7, 5, 6]"
154,2016-10-31 14:00:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[25, 20, 7, 27]"
155,2016-10-31 14:01:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[10, 6, 30]"
156,2016-10-31 14:04:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 6]"
157,2016-10-31 14:05:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 1]"
158,2016-10-31 14:20:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 6]"
159,2016-10-31 14:22:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[1, 3, 5]"
160,2016-10-31 14:35:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[13, 6]"
161,2016-10-31 14:42:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,[10]
162,2016-10-31 14:44:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,[6]
163,2016-10-31 14:47:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 16]"
164,2016-10-31 14:47:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 6]"
165,2016-10-31 14:48:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,[10]
166,2016-10-31 14:49:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 6]"
167,2016-10-31 14:50:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[30, 20, 1, 13]"
168,2016-10-31 14:56:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[10, 7]"
169,2016-10-31 15:05:00,0,13.8,10.8,82.0,0,0,9.4,1024.6,0,[13]
170,2016-10-31 15:16:00,0,13.8,10.8,82.0,0,0,9.4,1024.6,0,[7]
171,2016-10-31 15:20:00,0,13.8,10.8,82.0,0,0,9.4,1024.6,0,"[21, 10]"
172,2016-10-31 17:06:00,0,11.6,10.0,90.0,0,0,7.6,1024.8,0,"[1, 7]"
173,2016-10-31 17:08:00,0,11.6,10.0,90.0,0,0,7.6,1024.8,0,"[1, 6]"
174,2016-10-31 17:40:00,0,11.6,10.0,90.0,0,0,7.6,1024.8,0,[7]
175,2016-10-31 17:49:00,0,11.6,10.0,90.0,0,0,7.6,1024.8,0,[1]
176,2016-10-31 18:22:00,0,11.6,9.8,89.0,0,0,18.4,1025.6,0,"[5, 7]"
178,2016-11-01 07:51:00,0,5.5,2.3,80.0,0,0,11.2,1027.4,0,"[7, 8]"
179,2016-11-01 08:20:00,0,5.6,2.1,78.0,0,0,16.6,1027.5,0,"[7, 8]"
180,2016-11-01 08:22:00,0,5.6,2.1,78.0,0,0,16.6,1027.5,0,"[4, 10]"
181,2016-11-01 08:45:00,0,5.6,2.1,78.0,0,0,16.6,1027.5,0,"[10, 10]"
182,2016-11-01 09:07:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,"[8, 8, 17]"
183,2016-11-01 09:09:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,[8]
184,2016-11-01 09:26:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,"[14, 10]"
185,2016-11-01 09:29:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,"[10, 18]"
186,2016-11-01 09:43:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,"[10, 8]"
187,2016-11-01 10:02:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,[1]
188,2016-11-01 10:04:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,[7]
189,2016-11-01 10:29:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,"[1, 7]"
190,2016-11-01 10:34:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,"[7, 8, 8]"
191,2016-11-01 10:50:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,"[21, 10]"
192,2016-11-01 10:56:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,[1]
193,2016-11-01 11:00:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,[7]
194,2016-11-01 11:04:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[1, 1]"
195,2016-11-01 11:06:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[1, 2]"
196,2016-11-01 11:08:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[1, 24, 5]"
197,2016-11-01 11:10:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 7, 10]"
198,2016-11-01 11:11:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 5]"
199,2016-11-01 11:13:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,[7]
200,2016-11-01 11:16:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,[1]
201,2016-11-01 11:22:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 8]"
202,2016-11-01 11:23:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 7]"
203,2016-11-01 11:25:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,[7]
204,2016-11-01 11:30:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[2, 1]"
205,2016-11-01 11:49:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 7, 8]"
206,2016-11-01 11:54:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[2, 7, 8]"
207,2016-11-01 12:03:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[20, 7, 6]"
208,2016-11-01 12:10:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[1]
209,2016-11-01 12:10:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[7]
210,2016-11-01 12:12:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[2]
211,2016-11-01 12:15:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[21, 7]"
212,2016-11-01 12:20:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[7, 5, 11]"
213,2016-11-01 12:22:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[1]
214,2016-11-01 12:26:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[1, 10, 10]"
215,2016-11-01 12:30:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[8, 7]"
216,2016-11-01 12:31:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[11, 7]"
217,2016-11-01 12:33:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[1, 5]"
218,2016-11-01 12:37:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[30]
219,2016-11-01 12:41:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[11]
220,2016-11-01 12:49:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[1, 8]"
221,2016-11-01 12:53:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[1, 2]"
222,2016-11-01 13:08:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[2]
223,2016-11-01 13:11:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,"[31, 7]"
224,2016-11-01 13:15:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[7]
225,2016-11-01 13:19:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,"[7, 27, 21]"
226,2016-11-01 13:21:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[24]
227,2016-11-01 13:31:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,"[10, 30, 21]"
228,2016-11-01 13:33:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[7]
229,2016-11-01 13:37:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,"[20, 1]"
230,2016-11-01 13:41:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[31]
231,2016-11-01 13:45:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[24]
232,2016-11-01 14:10:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[10, 10, 1]"
233,2016-11-01 14:13:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[7, 10, 1, 21]"
234,2016-11-01 14:14:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[7, 7]"
235,2016-11-01 14:18:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,[2]
236,2016-11-01 14:22:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,[15]
237,2016-11-01 14:25:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[7, 30]"
238,2016-11-01 14:37:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[10, 1, 5, 8]"
239,2016-11-01 14:37:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,[6]
240,2016-11-01 14:42:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,[2]
241,2016-11-01 14:54:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[4, 10]"
242,2016-11-01 15:02:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[16, 10, 31]"
243,2016-11-01 15:18:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[24, 6, 7, 21]"
244,2016-11-01 15:33:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[3, 24, 7]"
245,2016-11-01 15:37:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[24, 5]"
246,2016-11-01 15:48:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[10, 1]"
247,2016-11-01 16:07:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,"[31, 7, 7, 7, 16]"
248,2016-11-01 16:08:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,"[7, 10, 21]"
249,2016-11-01 16:10:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,[3]
250,2016-11-01 16:10:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,[5]
251,2016-11-01 16:26:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,"[7, 9]"
252,2016-11-01 16:28:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,"[1, 32]"
253,2016-11-01 17:46:00,0,8.1,2.3,67.0,0,0,13.0,1025.1,0,[2]
254,2016-11-01 18:43:00,0,7.3,2.4,71.0,0,0,14.8,1025.0,0,[9]
255,2016-11-02 08:02:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,"[7, 7, 8]"
256,2016-11-02 08:05:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,"[7, 1]"
257,2016-11-02 08:07:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,"[1, 7, 8]"
258,2016-11-02 08:08:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,"[7, 8]"
259,2016-11-02 08:11:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,[8]
260,2016-11-02 08:12:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,[7]
261,2016-11-02 08:12:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,[7]
262,2016-11-02 08:29:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,"[7, 3, 8]"
263,2016-11-02 08:53:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,[27]
264,2016-11-02 09:02:00,0,7.7,3.6,75.0,0,0,14.8,1023.9,0,"[7, 4]"
265,2016-11-02 09:03:00,0,7.7,3.6,75.0,0,0,14.8,1023.9,0,[10]
266,2016-11-02 09:05:00,0,7.7,3.6,75.0,0,0,14.8,1023.9,0,"[1, 8]"
267,2016-11-02 09:18:00,0,7.7,3.6,75.0,0,0,14.8,1023.9,0,"[7, 31, 14]"
