,transaction_id,date_time,weekday_weekend,temp,dwpt,rhum,prcp,snow,wspd,pres,is_holiday,item_id
99,101,2016-10-31 10:04:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 8]"
100,102,2016-10-31 10:04:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[14]
101,103,2016-10-31 10:07:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[1]
102,104,2016-10-31 10:12:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 7, 9, 6, 7]"
103,105,2016-10-31 10:21:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 10, 24]"
104,106,2016-10-31 10:24:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 7, 8, 8]"
105,107,2016-10-31 10:27:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[7, 10]"
106,108,2016-10-31 10:31:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[14, 6]"
107,109,2016-10-31 10:35:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,"[1, 6, 8]"
108,110,2016-10-31 10:36:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[8]
109,111,2016-10-31 10:38:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[7]
110,112,2016-10-31 10:59:00,0,11.6,9.7,88.0,0,0,9.4,1025.2,0,[7]
111,113,2016-10-31 11:02:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 24]"
112,114,2016-10-31 11:05:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[14]
113,115,2016-10-31 11:08:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[1]
114,116,2016-10-31 11:11:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[7]
115,117,2016-10-31 11:13:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[5, 24, 7, 28]"
116,118,2016-10-31 11:18:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[5, 5, 10, 8]"
117,119,2016-10-31 11:25:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 7, 6]"
118,120,2016-10-31 11:29:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[14]
119,121,2016-10-31 11:30:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 1]"
120,122,2016-10-31 11:37:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[5]
121,123,2016-10-31 11:42:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[4, 7, 7, 16]"
122,124,2016-10-31 11:43:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 21]"
123,125,2016-10-31 11:47:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[10]
124,126,2016-10-31 11:52:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 4]"
125,127,2016-10-31 11:53:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,[14]
126,128,2016-10-31 11:55:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[11, 7, 10]"
127,129,2016-10-31 11:59:00,0,13.6,10.2,80.0,0,0,14.8,1025.4,0,"[7, 7, 24]"
128,130,2016-10-31 12:03:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[7, 7, 6]"
129,131,2016-10-31 12:08:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[1, 7]"
130,132,2016-10-31 12:14:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[10, 16, 22, 5]"
131,133,2016-10-31 12:16:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[20, 21]"
132,134,2016-10-31 12:19:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[20, 10, 14]"
133,135,2016-10-31 12:20:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,[1]
134,136,2016-10-31 12:27:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[10, 21]"
135,137,2016-10-31 12:37:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,[14]
136,138,2016-10-31 12:43:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[21, 20, 7]"
137,139,2016-10-31 12:50:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[1, 6, 20]"
138,140,2016-10-31 12:53:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[7, 7, 5]"
139,141,2016-10-31 12:54:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,[1]
140,142,2016-10-31 12:56:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,"[10, 6]"
141,143,2016-10-31 12:59:00,0,13.9,9.7,76.0,0,0,13.0,1025.2,0,[10]
142,144,2016-10-31 13:02:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[21, 20]"
143,145,2016-10-31 13:05:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[7, 10, 29]"
144,146,2016-10-31 13:08:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,[30]
145,147,2016-10-31 13:09:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[11, 7]"
146,148,2016-10-31 13:21:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[15, 7, 7]"
147,149,2016-10-31 13:26:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,[7]
148,150,2016-10-31 13:31:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,[1]
149,151,2016-10-31 13:50:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[27, 21]"
150,152,2016-10-31 13:51:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,[6]
151,153,2016-10-31 13:55:00,0,14.5,10.5,77.0,0,0,9.4,1025.0,0,"[10, 7, 5, 6]"
152,154,2016-10-31 14:00:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[25, 20, 7, 27]"
153,155,2016-10-31 14:01:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[10, 6, 30]"
154,156,2016-10-31 14:04:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 6]"
155,157,2016-10-31 14:05:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 1]"
156,158,2016-10-31 14:20:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 6]"
157,159,2016-10-31 14:22:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[1, 3, 5]"
158,160,2016-10-31 14:35:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[13, 6]"
159,161,2016-10-31 14:42:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,[10]
160,162,2016-10-31 14:44:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,[6]
161,163,2016-10-31 14:47:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 16]"
162,164,2016-10-31 14:47:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 6]"
163,165,2016-10-31 14:48:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,[10]
164,166,2016-10-31 14:49:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[7, 6]"
165,167,2016-10-31 14:50:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[30, 20, 1, 13]"
166,168,2016-10-31 14:56:00,0,14.3,10.1,76.0,0,0,9.4,1024.7,0,"[10, 7]"
167,169,2016-10-31 15:05:00,0,13.8,10.8,82.0,0,0,9.4,1024.6,0,[13]
168,170,2016-10-31 15:16:00,0,13.8,10.8,82.0,0,0,9.4,1024.6,0,[7]
169,171,2016-10-31 15:20:00,0,13.8,10.8,82.0,0,0,9.4,1024.6,0,"[21, 10]"
170,172,2016-10-31 17:06:00,0,11.6,10.0,90.0,0,0,7.6,1024.8,0,"[1, 7]"
171,173,2016-10-31 17:08:00,0,11.6,10.0,90.0,0,0,7.6,1024.8,0,"[1, 6]"
172,174,2016-10-31 17:40:00,0,11.6,10.0,90.0,0,0,7.6,1024.8,0,[7]
173,175,2016-10-31 17:49:00,0,11.6,10.0,90.0,0,0,7.6,1024.8,0,[1]
174,176,2016-10-31 18:22:00,0,11.6,9.8,89.0,0,0,18.4,1025.6,0,"[5, 7]"
175,178,2016-11-01 07:51:00,0,5.5,2.3,80.0,0,0,11.2,1027.4,0,"[7, 8]"
176,179,2016-11-01 08:20:00,0,5.6,2.1,78.0,0,0,16.6,1027.5,0,"[7, 8]"
177,180,2016-11-01 08:22:00,0,5.6,2.1,78.0,0,0,16.6,1027.5,0,"[4, 10]"
178,181,2016-11-01 08:45:00,0,5.6,2.1,78.0,0,0,16.6,1027.5,0,"[10, 10]"
179,182,2016-11-01 09:07:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,"[8, 8, 17]"
180,183,2016-11-01 09:09:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,[8]
181,184,2016-11-01 09:26:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,"[14, 10]"
182,185,2016-11-01 09:29:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,"[10, 18]"
183,186,2016-11-01 09:43:00,0,6.5,2.6,76.0,0,0,13.0,1027.9,0,"[10, 8]"
184,187,2016-11-01 10:02:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,[1]
185,188,2016-11-01 10:04:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,[7]
186,189,2016-11-01 10:29:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,"[1, 7]"
187,190,2016-11-01 10:34:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,"[7, 8, 8]"
188,191,2016-11-01 10:50:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,"[21, 10]"
189,192,2016-11-01 10:56:00,0,7.6,3.3,74.0,0,0,16.6,1027.9,0,[1]
190,193,2016-11-01 11:00:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,[7]
191,194,2016-11-01 11:04:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[1, 1]"
192,195,2016-11-01 11:06:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[1, 2]"
193,196,2016-11-01 11:08:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[1, 24, 5]"
194,197,2016-11-01 11:10:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 7, 10]"
195,198,2016-11-01 11:11:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 5]"
196,199,2016-11-01 11:13:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,[7]
197,200,2016-11-01 11:16:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,[1]
198,201,2016-11-01 11:22:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 8]"
199,202,2016-11-01 11:23:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 7]"
200,203,2016-11-01 11:25:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,[7]
201,204,2016-11-01 11:30:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[2, 1]"
202,205,2016-11-01 11:49:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[7, 7, 8]"
203,206,2016-11-01 11:54:00,0,8.4,3.4,71.0,0,0,13.0,1027.8,0,"[2, 7, 8]"
204,207,2016-11-01 12:03:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[20, 7, 6]"
205,208,2016-11-01 12:10:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[1]
206,209,2016-11-01 12:10:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[7]
207,210,2016-11-01 12:12:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[2]
208,211,2016-11-01 12:15:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[21, 7]"
209,212,2016-11-01 12:20:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[7, 5, 11]"
210,213,2016-11-01 12:22:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[1]
211,214,2016-11-01 12:26:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[1, 10, 10]"
212,215,2016-11-01 12:30:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[8, 7]"
213,216,2016-11-01 12:31:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[11, 7]"
214,217,2016-11-01 12:33:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[1, 5]"
215,218,2016-11-01 12:37:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[30]
216,219,2016-11-01 12:41:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,[11]
217,220,2016-11-01 12:49:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[1, 8]"
218,221,2016-11-01 12:53:00,0,9.4,2.7,63.0,0,0,16.6,1027.3,0,"[1, 2]"
219,222,2016-11-01 13:08:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[2]
220,223,2016-11-01 13:11:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,"[31, 7]"
221,224,2016-11-01 13:15:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[7]
222,225,2016-11-01 13:19:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,"[7, 27, 21]"
223,226,2016-11-01 13:21:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[24]
224,227,2016-11-01 13:31:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,"[10, 30, 21]"
225,228,2016-11-01 13:33:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[7]
226,229,2016-11-01 13:37:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,"[20, 1]"
227,230,2016-11-01 13:41:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[31]
228,231,2016-11-01 13:45:00,0,9.9,3.4,64.0,0,0,18.4,1026.8,0,[24]
229,232,2016-11-01 14:10:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[10, 10, 1]"
230,233,2016-11-01 14:13:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[7, 10, 1, 21]"
231,234,2016-11-01 14:14:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[7, 7]"
232,235,2016-11-01 14:18:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,[2]
233,236,2016-11-01 14:22:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,[15]
234,237,2016-11-01 14:25:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[7, 30]"
235,238,2016-11-01 14:37:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[10, 1, 5, 8]"
236,239,2016-11-01 14:37:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,[6]
237,240,2016-11-01 14:42:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,[2]
238,241,2016-11-01 14:54:00,0,9.9,2.5,60.0,0,0,22.3,1026.0,0,"[4, 10]"
239,242,2016-11-01 15:02:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[16, 10, 31]"
240,243,2016-11-01 15:18:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[24, 6, 7, 21]"
241,244,2016-11-01 15:33:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[3, 24, 7]"
242,245,2016-11-01 15:37:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[24, 5]"
243,246,2016-11-01 15:48:00,0,9.6,2.7,62.0,0,0,20.5,1026.1,0,"[10, 1]"
244,247,2016-11-01 16:07:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,"[31, 7, 7, 7, 16]"
245,248,2016-11-01 16:08:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,"[7, 10, 21]"
246,249,2016-11-01 16:10:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,[3]
247,250,2016-11-01 16:10:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,[5]
248,251,2016-11-01 16:26:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,"[7, 9]"
249,252,2016-11-01 16:28:00,0,8.9,2.5,64.0,0,0,20.5,1025.4,0,"[1, 32]"
250,253,2016-11-01 17:46:00,0,8.1,2.3,67.0,0,0,13.0,1025.1,0,[2]
251,254,2016-11-01 18:43:00,0,7.3,2.4,71.0,0,0,14.8,1025.0,0,[9]
252,255,2016-11-02 08:02:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,"[7, 7, 8]"
253,256,2016-11-02 08:05:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,"[7, 1]"
254,257,2016-11-02 08:07:00,0,6.6,2.7,76.0,0,0,20.5,1023.3,0,"[1, 7, 8]"
